time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,dewPoint,humidity,pressure,windSpeed,windGust,windGustTime,windBearing,cloudCover,uvIndex,uvIndexTime,visibility,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime,precipAccumulation
2017-12-11T05:00:00Z,Mostly cloudy starting in the evening.,partly-cloudy-night,2017-12-11T12:11:27Z,2017-12-11T21:30:06Z,0.79,9e-4,0.0046,2017-12-11T18:00:00Z,0.32,rain,40.94,1513018800,35.8,1513040400,38.88,1513018800,35.8,1513040400,24.56,0.63,1016.28,3.06,9.7,1513008000,257,0.61,2,1513008000,9.98,32.53,2017-12-11T13:00:00Z,40.94,2017-12-11T19:00:00Z,28.38,2017-12-11T10:00:00Z,38.88,2017-12-11T19:00:00Z,
2017-12-12T05:00:00Z,Mostly cloudy throughout the day.,partly-cloudy-day,2017-12-12T12:12:14Z,2017-12-12T21:30:15Z,0.83,8e-4,0.0027,2017-12-12T14:00:00Z,0.17,rain,48.76,1513094400,20.44,1513166400,46.7,1513094400,9.79,1513162800,32.69,0.7,1002.29,3,17.28,1513126800,253,0.91,1,1513090800,9.98,31.6,2017-12-13T04:00:00Z,48.76,2017-12-12T16:00:00Z,23.87,2017-12-13T04:00:00Z,46.7,2017-12-12T16:00:00Z,
2017-12-13T05:00:00Z,Mostly cloudy starting in the evening.,partly-cloudy-night,2017-12-13T12:12:58Z,2017-12-13T21:30:25Z,0.86,0,0,,0,,30.9,1513195200,23.65,1513234800,22.55,1513195200,18.73,1513227600,8.12,0.47,1001.8,8.51,22.34,1513188000,285,0.41,1,1513177200,10,20.44,2017-12-13T12:00:00Z,30.9,2017-12-13T20:00:00Z,9.79,2017-12-13T11:00:00Z,22.55,2017-12-13T20:00:00Z,
2017-12-14T05:00:00Z,Foggy in the morning.,fog,2017-12-14T12:13:41Z,2017-12-14T21:30:38Z,0.89,0.0011,0.0068,2017-12-14T17:00:00Z,0.44,snow,31.76,1513278000,18.9,1513335600,26.02,1513256400,16.26,1513317600,16.73,0.68,1008.64,3.52,14.41,1513285200,319,0.59,2,1513270800,7.89,22.72,2017-12-15T04:00:00Z,31.76,2017-12-14T19:00:00Z,16.95,2017-12-15T04:00:00Z,26.02,2017-12-14T13:00:00Z,0.252
2017-12-15T05:00:00Z,"Foggy starting in the afternoon, continuing until evening.",fog,2017-12-15T12:14:22Z,2017-12-15T21:30:53Z,0.92,3e-4,0.0033,2017-12-15T23:00:00Z,0.16,snow,27.21,1513364400,21.67,1513404000,27.21,1513364400,15.92,1513404000,13.99,0.69,1017,1.68,5.79,1513314000,289,0.54,2,1513357200,8.12,18.9,2017-12-15T11:00:00Z,27.21,2017-12-15T19:00:00Z,16.26,2017-12-15T06:00:00Z,27.21,2017-12-15T19:00:00Z,0.094
2017-12-16T05:00:00Z,Mostly cloudy throughout the day.,partly-cloudy-night,2017-12-16T12:15:01Z,2017-12-16T21:31:10Z,0.95,0.0016,0.0091,2017-12-16T19:00:00Z,0.51,rain,37.61,1513465200,32.04,1513512000,37.58,1513468800,32.04,1513512000,21.9,0.7,1017.19,4.57,12.79,1513443600,264,0.59,1,1513436400,9.69,21.67,2017-12-16T06:00:00Z,37.61,2017-12-16T23:00:00Z,15.92,2017-12-16T06:00:00Z,37.58,2017-12-17T00:00:00Z,
2017-12-17T05:00:00Z,Mostly cloudy throughout the day.,partly-cloudy-day,2017-12-17T12:15:39Z,2017-12-17T21:31:29Z,0.98,4e-4,0.0032,2017-12-17T19:00:00Z,0.27,rain,36.92,1513540800,33.99,1513587600,36.92,1513540800,33.99,1513587600,24.55,0.67,1024.72,0.9,4.24,1513486800,35,0.78,1,1513522800,10,32.04,2017-12-17T12:00:00Z,36.92,2017-12-17T20:00:00Z,32.04,2017-12-17T12:00:00Z,36.92,2017-12-17T20:00:00Z,
2017-12-18T05:00:00Z,Mostly cloudy throughout the day.,partly-cloudy-day,2017-12-18T12:16:15Z,2017-12-18T21:31:51Z,0.02,6e-4,0.0026,2017-12-18T08:00:00Z,0.35,rain,44.95,1513627200,43.28,1513656000,44.95,1513627200,42.02,1513659600,32.48,0.76,1018.13,0.31,5.46,1513645200,338,0.93,1,1513609200,9.39,33.99,2017-12-18T09:00:00Z,44.95,2017-12-18T20:00:00Z,33.99,2017-12-18T09:00:00Z,44.95,2017-12-18T20:00:00Z,
2017-12-19T05:00:00Z,Mostly cloudy until afternoon.,partly-cloudy-day,2017-12-19T12:16:48Z,2017-12-19T21:32:15Z,0.04,0,0,,0,,54.47,1513717200,42.5,1513774800,54.47,1513717200,38.43,1513774800,37.79,0.66,1010.81,5.15,15.23,1513710000,248,0.62,1,1513695600,9.87,43.77,2017-12-19T11:00:00Z,54.47,2017-12-19T21:00:00Z,42.02,2017-12-19T05:00:00Z,54.47,2017-12-19T21:00:00Z,
2017-12-20T05:00:00Z,Partly cloudy until afternoon.,partly-cloudy-day,2017-12-20T12:17:20Z,2017-12-20T21:32:40Z,0.07,0,0,,0,,43.74,1513771200,30.69,1513846800,39.95,1513771200,30.69,1513846800,24.32,0.48,1012.46,5.08,13.3,1513789200,302,0.29,2,1513789200,10,34.06,2017-12-21T04:00:00Z,49.12,2017-12-20T07:00:00Z,31.46,2017-12-21T04:00:00Z,46.88,2017-12-20T08:00:00Z,
2017-12-21T05:00:00Z,Partly cloudy starting in the evening.,partly-cloudy-night,2017-12-21T12:17:50Z,2017-12-21T21:33:08Z,0.1,0,0,,0,,39.73,1513886400,33.92,1513929600,39.73,1513886400,33.92,1513929600,19.47,0.53,1022.24,1.88,6.81,1513868400,332,0.18,2,1513872000,10,30.69,2017-12-21T09:00:00Z,39.73,2017-12-21T20:00:00Z,30.69,2017-12-21T09:00:00Z,39.73,2017-12-21T20:00:00Z,
2017-12-22T05:00:00Z,Overcast throughout the day.,cloudy,2017-12-22T12:18:18Z,2017-12-22T21:33:38Z,0.14,0,0,,0,,45.99,1513976400,39.02,1514026800,45.99,1513976400,37.65,1514034000,29.26,0.67,1023.38,1.26,4.31,1513947600,80,0.83,1,1513954800,9.85,33.92,2017-12-22T08:00:00Z,45.99,2017-12-22T21:00:00Z,33.92,2017-12-22T08:00:00Z,45.99,2017-12-22T21:00:00Z,
2017-12-23T05:00:00Z,"Rain until afternoon, starting again in the evening.",rain,2017-12-23T12:18:44Z,2017-12-23T21:34:10Z,0.17,0.018,0.0803,2017-12-23T18:00:00Z,0.93,rain,47.42,1514066400,36.43,1514120400,47.42,1514066400,33.77,1514102400,40.25,0.92,1012.45,1.1,9.66,1514088000,16,0.98,1,1514041200,5.3,39.02,2017-12-23T11:00:00Z,47.42,2017-12-23T22:00:00Z,37.65,2017-12-23T13:00:00Z,47.42,2017-12-23T22:00:00Z,
2017-12-24T05:00:00Z,Light rain overnight.,rain,2017-12-24T12:19:07Z,2017-12-24T21:34:44Z,0.2,2e-4,0.0033,2017-12-25T04:00:00Z,0.42,rain,39.59,1514142000,34.59,1514203200,37.08,1514138400,28.93,1514206800,29.37,0.71,1019.69,3.16,10.81,1514091600,28,0.45,2,1514134800,9.82,35.88,2017-12-25T04:00:00Z,40.52,2017-12-24T05:00:00Z,30.99,2017-12-25T04:00:00Z,37.08,2017-12-24T18:00:00Z,
2017-12-25T05:00:00Z,Mixed precipitation in the morning.,rain,2017-12-25T12:19:29Z,2017-12-25T21:35:20Z,0.23,0.0066,0.0233,2017-12-25T11:00:00Z,0.82,rain,36.38,1514214000,23.95,1514293200,30.23,1514203200,15.35,1514293200,22.56,0.66,1012.66,6.46,23.95,1514214000,279,0.63,1,1514214000,8.63,27.81,2017-12-26T04:00:00Z,36.47,2017-12-25T08:00:00Z,19.79,2017-12-26T04:00:00Z,36.47,2017-12-25T08:00:00Z,
2017-12-26T05:00:00Z,Partly cloudy in the morning.,partly-cloudy-day,2017-12-26T12:19:48Z,2017-12-26T21:35:58Z,0.27,0,0,,0,,27.86,1514318400,18.88,1514379600,24.89,1514332800,12.47,1514379600,5.23,0.42,1028.71,6.22,16.38,1514268000,279,0.13,2,1514307600,10,22.59,2017-12-27T04:00:00Z,27.86,2017-12-26T20:00:00Z,15.35,2017-12-26T13:00:00Z,24.89,2017-12-27T00:00:00Z,
2017-12-27T05:00:00Z,Mostly cloudy in the morning.,partly-cloudy-night,2017-12-27T12:20:06Z,2017-12-27T21:36:38Z,0.3,0,0,,0,,24.16,1514404800,12.85,1514466000,17.75,1514404800,2.03,1514466000,3.62,0.47,1032.53,4.66,11.2,1514401200,314,0.36,2,1514390400,10,17.41,2017-12-28T04:00:00Z,24.16,2017-12-27T20:00:00Z,9.59,2017-12-28T04:00:00Z,17.75,2017-12-27T20:00:00Z,
2017-12-28T05:00:00Z,Clear throughout the day.,clear-day,2017-12-28T12:20:21Z,2017-12-28T21:37:19Z,0.34,0,0,,0,,18.13,1514491200,11.29,1514527200,8.4,1514491200,2.56,1514516400,-1.58,0.47,1033.36,6.84,14.94,1514487600,313,0.05,2,1514476800,10,11.75,2017-12-29T04:00:00Z,18.13,2017-12-28T20:00:00Z,2.03,2017-12-28T13:00:00Z,8.4,2017-12-28T20:00:00Z,
2017-12-29T05:00:00Z,Mostly cloudy until afternoon.,partly-cloudy-day,2017-12-29T12:20:34Z,2017-12-29T21:38:03Z,0.37,0,0,,0,,21.63,1514577600,16.17,1514620800,13.94,1514577600,10.91,1514606400,2.69,0.55,1026.5,4.43,11.77,1514581200,304,0.35,2,1514563200,10,11.29,2017-12-29T06:00:00Z,21.63,2017-12-29T20:00:00Z,3.36,2017-12-29T07:00:00Z,13.94,2017-12-29T20:00:00Z,
2017-12-30T05:00:00Z,Foggy until afternoon.,fog,2017-12-30T12:20:45Z,2017-12-30T21:38:48Z,0.41,1e-4,9e-4,2017-12-30T18:00:00Z,0.13,snow,22.68,1514667600,13.5,1514725200,22.57,1514664000,2.26,1514725200,11.85,0.73,1018.59,2.46,7.88,1514692800,266,0.66,1,1514646000,7.69,16.17,2017-12-30T08:00:00Z,22.68,2017-12-30T21:00:00Z,12.9,2017-12-31T04:00:00Z,22.57,2017-12-30T20:00:00Z,0.031
2017-12-31T05:00:00Z,Partly cloudy until afternoon.,partly-cloudy-day,2017-12-31T12:20:54Z,2017-12-31T21:39:35Z,0.45,0,0,,0,,15.23,1514739600,6.5,1514808000,4.96,1514739600,-3.96,1514808000,1.81,0.57,1024.03,6.53,15.32,1514728800,314,0.21,2,1514736000,9.97,9.39,2018-01-01T04:00:00Z,19.36,2017-12-31T05:00:00Z,-1.27,2018-01-01T04:00:00Z,13.38,2017-12-31T05:00:00Z,
2018-01-01T05:00:00Z,Clear throughout the day.,clear-day,2018-01-01T12:21:01Z,2018-01-01T21:40:24Z,0.48,0,0,,0,,18.36,1514836800,12.51,1514894400,11.42,1514844000,2.92,1514894400,-1.55,0.54,1028.31,5.58,14.4,1514826000,309,0.02,2,1514822400,10,6.5,2018-01-01T12:00:00Z,18.36,2018-01-01T20:00:00Z,-3.96,2018-01-01T12:00:00Z,11.42,2018-01-01T22:00:00Z,
2018-01-02T05:00:00Z,Clear throughout the day.,clear-day,2018-01-02T12:21:05Z,2018-01-02T21:41:14Z,0.52,0,0,,0,,25.71,1514923200,13.29,1514980800,19.31,1514923200,9.22,1514966400,5.47,0.57,1028.61,6.09,12.33,1514880000,267,0.07,2,1514908800,10,12.51,2018-01-02T12:00:00Z,25.71,2018-01-02T20:00:00Z,2.92,2018-01-02T12:00:00Z,19.31,2018-01-02T20:00:00Z,
2018-01-03T05:00:00Z,Mostly cloudy starting in the evening.,partly-cloudy-night,2018-01-03T12:21:07Z,2018-01-03T21:42:06Z,0.56,0,0,,0,,28.28,1515009600,23.47,1515070800,28.28,1515009600,13.43,1515070800,6.16,0.52,1024.8,1.07,7.16,1514955600,255,0.16,2,1514995200,10,13.29,2018-01-03T12:00:00Z,28.28,2018-01-03T20:00:00Z,9.22,2018-01-03T08:00:00Z,28.28,2018-01-03T20:00:00Z,
2018-01-04T05:00:00Z,Light snow (< 1 in.) until afternoon.,snow,2018-01-04T12:21:07Z,2018-01-04T21:42:59Z,0.6,0.0023,0.0107,2018-01-04T18:00:00Z,0.17,snow,24.13,1515106800,9.23,1515157200,14.63,1515067200,-3.76,1515153600,16.77,0.75,999.82,8.75,25.48,1515103200,333,0.98,1,1515078000,4.99,19.81,2018-01-05T04:00:00Z,27.08,2018-01-04T08:00:00Z,7.84,2018-01-05T04:00:00Z,22.33,2018-01-04T05:00:00Z,0.756
2018-01-05T05:00:00Z,Clear throughout the day.,clear-day,2018-01-05T12:21:05Z,2018-01-05T21:43:54Z,0.63,0,3e-4,2018-01-05T18:00:00Z,0,,15.74,1515182400,7.65,1515240000,4.03,1515189600,-4.12,1515232800,-1.36,0.52,1009.78,9.64,23.06,1515182400,290,0.14,2,1515168000,9.77,9.23,2018-01-05T13:00:00Z,18.6,2018-01-05T05:00:00Z,-3.76,2018-01-05T12:00:00Z,7.07,2018-01-05T05:00:00Z,
2018-01-06T05:00:00Z,Clear throughout the day.,clear-day,2018-01-06T12:21:00Z,2018-01-06T21:44:51Z,0.67,0,0,,0,,13.19,1515268800,4.13,1515326400,0.73,1515265200,-5.68,1515304800,-6.84,0.46,1024,7.89,18.17,1515254400,294,0.04,2,1515254400,10,6.9,2018-01-07T04:00:00Z,13.19,2018-01-06T20:00:00Z,-4.98,2018-01-07T04:00:00Z,0.73,2018-01-06T19:00:00Z,
2018-01-07T05:00:00Z,Mostly cloudy starting in the afternoon.,partly-cloudy-night,2018-01-07T12:20:54Z,2018-01-07T21:45:48Z,0.71,0,0,,0,,18.02,1515355200,16.58,1515384000,17.14,1515351600,8.49,1515384000,-2.69,0.53,1033.44,3.26,12.86,1515304800,274,0.21,2,1515340800,10,4.13,2018-01-07T12:00:00Z,18.02,2018-01-07T20:00:00Z,-5.68,2018-01-07T06:00:00Z,17.14,2018-01-07T19:00:00Z,
2018-01-08T05:00:00Z,Mostly cloudy throughout the day.,partly-cloudy-day,2018-01-08T12:20:45Z,2018-01-08T21:46:47Z,0.74,2e-4,0.0018,2018-01-08T23:00:00Z,0.13,snow,30.03,1515441600,28.4,1515488400,25.13,1515445200,23.66,1515488400,13.32,0.64,1022.8,4.32,9.84,1515391200,233,0.81,2,1515427200,9.84,16.73,2018-01-08T05:00:00Z,30.33,2018-01-09T04:00:00Z,8.65,2018-01-08T05:00:00Z,26.4,2018-01-09T04:00:00Z,0.049
2018-01-09T05:00:00Z,Partly cloudy in the morning.,partly-cloudy-night,2018-01-09T12:20:34Z,2018-01-09T21:47:48Z,0.77,0.0013,0.009,2018-01-09T18:00:00Z,0.36,rain,43.09,1515524400,24.74,1515585600,39.58,1515528000,24.74,1515585600,23.84,0.65,1021.76,3.61,13.29,1515520800,285,0.2,2,1515513600,9.79,28.4,2018-01-09T09:00:00Z,43.09,2018-01-09T19:00:00Z,23.66,2018-01-09T09:00:00Z,39.58,2018-01-09T20:00:00Z,
2018-01-10T05:00:00Z,Mostly cloudy starting in the afternoon.,partly-cloudy-night,2018-01-10T12:20:20Z,2018-01-10T21:48:49Z,0.8,2e-4,7e-4,2018-01-10T21:00:00Z,0.09,rain,39.22,1515614400,36.4,1515657600,39.22,1515614400,36.4,1515657600,24.04,0.7,1031.29,0.87,6.08,1515607200,169,0.29,2,1515600000,10,24.74,2018-01-10T12:00:00Z,39.22,2018-01-10T20:00:00Z,24.74,2018-01-10T12:00:00Z,39.22,2018-01-10T20:00:00Z,
2018-01-11T05:00:00Z,Mostly cloudy throughout the day.,partly-cloudy-day,2018-01-11T12:20:05Z,2018-01-11T21:49:52Z,0.84,1e-4,7e-4,2018-01-11T17:00:00Z,0.07,rain,49.24,1515700800,42.93,1515722400,49.24,1515700800,42.93,1515722400,37.23,0.84,1027.59,0.43,3,1515722400,148,0.78,2,1515690000,8.74,36.4,2018-01-11T08:00:00Z,49.24,2018-01-11T20:00:00Z,36.4,2018-01-11T08:00:00Z,49.24,2018-01-11T20:00:00Z,
2018-01-12T05:00:00Z,Rain starting in the afternoon.,rain,2018-01-12T12:19:47Z,2018-01-12T21:50:56Z,0.87,0.0236,0.1407,2018-01-12T21:00:00Z,0.92,rain,59.58,1515780000,35.19,1515848400,59.73,1515780000,28.21,1515848400,52.6,0.96,1012.04,3.48,15.62,1515769200,179,0.98,2,1515776400,4.03,44.1,2018-01-12T06:00:00Z,59.58,2018-01-12T18:00:00Z,44.1,2018-01-12T06:00:00Z,59.73,2018-01-12T18:00:00Z,
2018-01-13T05:00:00Z,Mostly cloudy until afternoon.,partly-cloudy-day,2018-01-13T12:19:27Z,2018-01-13T21:52:01Z,0.9,0.0047,0.0365,2018-01-13T09:00:00Z,0.89,rain,42.3,1515844800,14.53,1515934800,38.09,1515844800,5.86,1515934800,28.15,0.73,1010.81,4.95,17.55,1515848400,309,0.52,2,1515859200,8.75,19.57,2018-01-14T04:00:00Z,56.28,2018-01-13T05:00:00Z,9.72,2018-01-14T04:00:00Z,56.28,2018-01-13T05:00:00Z,
2018-01-14T05:00:00Z,Clear throughout the day.,clear-day,2018-01-14T12:19:06Z,2018-01-14T21:53:06Z,0.93,0,0,,0,,24.9,1515960000,15.88,1516003200,18.61,1515960000,7.97,1516003200,2.36,0.49,1035.89,5.12,12.94,1515906000,355,0.08,2,1515945600,10,14.53,2018-01-14T13:00:00Z,24.9,2018-01-14T20:00:00Z,5.86,2018-01-14T13:00:00Z,18.61,2018-01-14T20:00:00Z,
2018-01-15T05:00:00Z,Partly cloudy throughout the day.,partly-cloudy-day,2018-01-15T12:18:41Z,2018-01-15T21:54:13Z,0.96,0,0,,0,,29.72,1516046400,23.36,1516078800,25.98,1516060800,23.36,1516078800,12.99,0.66,1036.5,4.41,10.16,1516035600,44,0.38,2,1516032000,10,15.88,2018-01-15T08:00:00Z,29.72,2018-01-15T20:00:00Z,7.97,2018-01-15T08:00:00Z,25.98,2018-01-16T00:00:00Z,
2018-01-16T05:00:00Z,Overcast throughout the day.,cloudy,2018-01-16T12:18:15Z,2018-01-16T21:55:21Z,0.99,0,0,,0,,35.63,1516132800,33.16,1516154400,35.63,1516132800,33.16,1516154400,24.63,0.8,1031.51,1.2,3.8,1516136400,65,0.94,2,1516122000,9.98,23.36,2018-01-16T05:00:00Z,35.63,2018-01-16T20:00:00Z,23.36,2018-01-16T05:00:00Z,35.63,2018-01-16T20:00:00Z,
2018-01-17T05:00:00Z,Mostly cloudy throughout the day.,partly-cloudy-day,2018-01-17T12:17:47Z,2018-01-17T21:56:29Z,0.02,0.0045,0.011,2018-01-17T12:00:00Z,0.71,snow,34.14,1516190400,17.81,1516269600,34.14,1516190400,11.38,1516262400,27.11,0.85,1023.92,3.36,10.4,1516240800,321,0.89,2,1516208400,7.15,22.17,2018-01-18T04:00:00Z,34.67,2018-01-17T09:00:00Z,15.15,2018-01-18T04:00:00Z,34.67,2018-01-17T09:00:00Z,0.603
2018-01-18T05:00:00Z,Clear throughout the day.,clear-day,2018-01-18T12:17:17Z,2018-01-18T21:57:38Z,0.05,0,0,,0,,32,1516309200,22.07,1516352400,26.06,1516309200,22.07,1516352400,12.19,0.6,1017.65,4.45,11.86,1516302000,310,0.05,2,1516291200,10,17.81,2018-01-18T10:00:00Z,32,2018-01-18T21:00:00Z,11.38,2018-01-18T08:00:00Z,27.47,2018-01-19T01:00:00Z,
2018-01-19T05:00:00Z,Partly cloudy until evening.,partly-cloudy-day,2018-01-19T12:16:44Z,2018-01-19T21:58:48Z,0.08,2e-4,0.0014,2018-01-19T20:00:00Z,0.15,snow,37.54,1516395600,33.3,1516417200,37.54,1516395600,31.58,1516431600,17.28,0.59,1017.11,2.49,8.75,1516388400,259,0.14,2,1516377600,9.98,22.07,2018-01-19T09:00:00Z,37.54,2018-01-19T21:00:00Z,22.07,2018-01-19T09:00:00Z,37.54,2018-01-19T21:00:00Z,0
2018-01-20T05:00:00Z,"Partly cloudy starting in the afternoon, continuing until evening.",partly-cloudy-night,2018-01-20T12:16:10Z,2018-01-20T21:59:59Z,0.11,5e-4,0.0044,2018-01-20T16:00:00Z,0.24,rain,51.43,1516474800,35.32,1516536000,51.43,1516474800,35.32,1516536000,26.19,0.53,1013.32,4.07,14.42,1516471200,256,0.12,2,1516464000,10,33.78,2018-01-20T05:00:00Z,51.43,2018-01-20T19:00:00Z,31.58,2018-01-20T07:00:00Z,51.43,2018-01-20T19:00:00Z,
2018-01-21T05:00:00Z,Mostly cloudy starting in the afternoon.,partly-cloudy-night,2018-01-21T12:15:34Z,2018-01-21T22:01:10Z,0.14,0,0,,0,,50.4,1516564800,40.4,1516622400,50.4,1516564800,40.4,1516622400,31.34,0.64,1020.73,0.93,6.25,1516550400,265,0.38,2,1516550400,9.98,35.32,2018-01-21T12:00:00Z,50.4,2018-01-21T20:00:00Z,35.32,2018-01-21T12:00:00Z,50.4,2018-01-21T20:00:00Z,
2018-01-22T05:00:00Z,Foggy overnight.,fog,2018-01-22T12:14:55Z,2018-01-22T22:02:22Z,0.18,2e-4,0.0013,2018-01-22T07:00:00Z,0.23,rain,47.88,1516647600,38.89,1516687200,47.88,1516647600,37.39,1516672800,38.24,0.84,1020.98,1.57,7.29,1516672800,67,0.97,2,1516636800,6.49,39.2,2018-01-23T04:00:00Z,47.88,2018-01-22T19:00:00Z,37.39,2018-01-23T02:00:00Z,47.88,2018-01-22T19:00:00Z,
2018-01-23T05:00:00Z,Rain until afternoon.,rain,2018-01-23T12:14:15Z,2018-01-23T22:03:34Z,0.21,0.0142,0.0693,2018-01-23T12:00:00Z,0.93,rain,57.99,1516737600,40.99,1516798800,57.99,1516737600,36.54,1516798800,42.55,0.83,1007.02,1.81,16.62,1516755600,239,0.8,2,1516723200,6.03,38.89,2018-01-23T06:00:00Z,57.99,2018-01-23T20:00:00Z,38.89,2018-01-23T06:00:00Z,57.99,2018-01-23T20:00:00Z,
2018-01-24T05:00:00Z,Mostly cloudy until evening.,partly-cloudy-day,2018-01-24T12:13:33Z,2018-01-24T22:04:47Z,0.25,0,0,,0,,41.53,1516795200,22.9,1516870800,37.41,1516795200,15.53,1516878000,24.19,0.58,1014.1,5.98,15.11,1516820400,300,0.45,2,1516809600,10,27.81,2018-01-25T04:00:00Z,43,2018-01-24T05:00:00Z,21.39,2018-01-25T04:00:00Z,40.32,2018-01-24T05:00:00Z,
2018-01-25T05:00:00Z,Partly cloudy starting in the evening.,partly-cloudy-night,2018-01-25T12:12:48Z,2018-01-25T22:06:00Z,0.28,0,0,,0,,34.26,1516910400,23.06,1516968000,28.81,1516910400,23.06,1516968000,7.9,0.44,1028.66,5.36,15,1516892400,323,0.11,2,1516896000,10,22.9,2018-01-25T09:00:00Z,34.26,2018-01-25T20:00:00Z,15.53,2018-01-25T11:00:00Z,29.45,2018-01-26T01:00:00Z,
2018-01-26T05:00:00Z,Clear throughout the day.,clear-day,2018-01-26T12:12:02Z,2018-01-26T22:07:14Z,0.32,0,0,,0,,37.56,1516996800,30.52,1517047200,37.56,1516996800,30.52,1517047200,12.62,0.48,1038.24,0.7,5.96,1517000400,196,0.14,3,1516986000,10,23.06,2018-01-26T12:00:00Z,37.56,2018-01-26T20:00:00Z,23.06,2018-01-26T12:00:00Z,37.56,2018-01-26T20:00:00Z,
2018-01-27T05:00:00Z,Partly cloudy starting in the afternoon.,partly-cloudy-night,2018-01-27T12:11:14Z,2018-01-27T22:08:27Z,0.36,0,0,,0,,53.55,1517086800,47.48,1517144400,53.55,1517086800,47.48,1517144400,32.38,0.69,1030.25,3.48,12.42,1517072400,211,0.16,2,1517068800,9.98,30.52,2018-01-27T10:00:00Z,53.55,2018-01-27T21:00:00Z,30.52,2018-01-27T10:00:00Z,53.55,2018-01-27T21:00:00Z,
2018-01-28T05:00:00Z,Light rain in the morning.,rain,2018-01-28T12:10:25Z,2018-01-28T22:09:41Z,0.4,0.0073,0.026,2018-01-28T11:00:00Z,0.88,rain,49.07,1517169600,38.98,1517230800,49.07,1517169600,35.72,1517230800,43.06,0.84,1024.1,0.89,7.69,1517115600,252,0.89,2,1517155200,8.94,42.94,2018-01-29T04:00:00Z,51.75,2018-01-28T05:00:00Z,42.94,2018-01-29T04:00:00Z,51.75,2018-01-28T05:00:00Z,
2018-01-29T05:00:00Z,Mostly cloudy throughout the day.,partly-cloudy-night,2018-01-29T12:09:33Z,2018-01-29T22:10:56Z,0.43,0,0,,0,,42.76,1517245200,30.14,1517306400,39.06,1517259600,27.38,1517292000,30.11,0.66,1021.18,4.85,11.8,1517248800,43,0.61,2,1517241600,9.99,36.85,2018-01-30T04:00:00Z,42.76,2018-01-29T17:00:00Z,31.77,2018-01-30T04:00:00Z,42.47,2018-01-29T05:00:00Z,
2018-01-30T05:00:00Z,Mostly cloudy throughout the day.,partly-cloudy-day,2018-01-30T12:08:40Z,2018-01-30T22:12:10Z,0.47,0.0016,0.0086,2018-01-30T19:00:00Z,0.48,snow,35.33,1517338800,17.52,1517400000,34.52,1517331600,9.52,1517396400,24.13,0.76,1016.28,4.07,17.44,1517360400,335,0.91,2,1517328000,7.42,24.59,2018-01-31T04:00:00Z,35.33,2018-01-30T19:00:00Z,15.88,2018-01-31T04:00:00Z,34.52,2018-01-30T17:00:00Z,0.176
2018-01-31T05:00:00Z,Partly cloudy starting in the afternoon.,partly-cloudy-night,2018-01-31T12:07:45Z,2018-01-31T22:13:25Z,0.51,0,0,,0,,31.79,1517428800,30.58,1517454000,27.83,1517428800,24.2,1517450400,10.19,0.52,1022.54,3.3,13.89,1517374800,272,0.19,3,1517418000,10,17.52,2018-01-31T12:00:00Z,31.79,2018-01-31T20:00:00Z,9.52,2018-01-31T11:00:00Z,27.83,2018-01-31T20:00:00Z,
2018-02-01T05:00:00Z,Light rain overnight.,rain,2018-02-01T12:06:48Z,2018-02-01T22:14:39Z,0.55,3e-4,0.0022,2018-02-02T04:00:00Z,0.48,rain,43.01,1517515200,27.66,1517576400,43.01,1517515200,19.49,1517576400,26.45,0.65,1014.73,2.15,6.82,1517461200,209,0.71,3,1517504400,9.91,30.85,2018-02-01T06:00:00Z,43.01,2018-02-01T20:00:00Z,27.4,2018-02-01T05:00:00Z,43.01,2018-02-01T20:00:00Z,
2018-02-02T05:00:00Z,Mostly cloudy until evening.,partly-cloudy-day,2018-02-02T12:05:49Z,2018-02-02T22:15:54Z,0.58,0.0072,0.0463,2018-02-02T08:00:00Z,0.95,snow,29.44,1517572800,15.76,1517644800,21.85,1517572800,7.1,1517630400,14.7,0.6,1017.47,7.35,20.36,1517605200,313,0.66,2,1517583600,9.4,16.79,2018-02-03T04:00:00Z,38.45,2018-02-02T05:00:00Z,7.1,2018-02-03T04:00:00Z,38.45,2018-02-02T05:00:00Z,0.037
2018-02-03T05:00:00Z,Mostly cloudy starting in the evening.,partly-cloudy-night,2018-02-03T12:04:49Z,2018-02-03T22:17:09Z,0.62,0,0,,0,,30.46,1517691600,28.12,1517709600,25.62,1517691600,21.84,1517709600,7.06,0.5,1029.51,4.4,13.08,1517634000,250,0.21,2,1517670000,10,15.76,2018-02-03T08:00:00Z,30.46,2018-02-03T21:00:00Z,7.32,2018-02-03T05:00:00Z,25.62,2018-02-03T21:00:00Z,
